u_mps,v_mps,w_mps,p_rps,q_rps,r_rps,phi_rad,theta_rad,psi_rad,x_e,y_e,z_e
178.8954098095,-0.0000000000,17.3033066437,0.0000000000,-0.0001726599,0.0000000000,0.9985908509,-0.0000000000,0.0530689419,0.0000000000,507.1913176994,0.0000000000,-9005.0334363976
178.8935657606,-0.0000000000,17.3031395979,0.0000000000,-0.0001736416,0.0000000000,0.9985909427,-0.0000000000,0.0530672129,0.0000000000,510.7857333929,0.0000000000,-9005.0685294941
178.8917227059,-0.0000000000,17.3029737963,0.0000000000,-0.0001746205,0.0000000000,0.9985910351,-0.0000000000,0.0530654740,0.0000000000,514.3801121921,0.0000000000,-9005.1036095099
178.8898806498,-0.0000000000,17.3028092320,0.0000000000,-0.0001755973,0.0000000000,0.9985911281,-0.0000000000,0.0530637254,0.0000000000,517.9744541200,0.0000000000,-9005.1386763522
178.8880395970,-0.0000000000,17.3026458962,0.0000000000,-0.0001765726,0.0000000000,0.9985912215,-0.0000000000,0.0530619670,0.0000000000,521.5687591999,0.0000000000,-9005.1737299287
178.8861995521,-0.0000000000,17.3024837776,0.0000000000,-0.0001775470,0.0000000000,0.9985913154,-0.0000000000,0.0530601989,0.0000000000,525.1630274550,0.0000000000,-9005.2087701473
178.8843605200,-0.0000000000,17.3023228634,0.0000000000,-0.0001785212,0.0000000000,0.9985914099,-0.0000000000,0.0530584211,0.0000000000,528.7572589085,0.0000000000,-9005.2437969163
178.8825225060,-0.0000000000,17.3021631383,0.0000000000,-0.0001794956,0.0000000000,0.9985915049,-0.0000000000,0.0530566335,0.0000000000,532.3514535839,0.0000000000,-9005.2788101443
178.8806855153,-0.0000000000,17.3020045855,0.0000000000,-0.0001804709,0.0000000000,0.9985916004,-0.0000000000,0.0530548362,0.0000000000,535.9456115045,0.0000000000,-9005.3138097401
178.8788495534,-0.0000000000,17.3018471862,0.0000000000,-0.0001814476,0.0000000000,0.9985916964,-0.0000000000,0.0530530292,0.0000000000,539.5397326939,0.0000000000,-9005.3487956131
178.8770146260,-0.0000000000,17.3016909201,0.0000000000,-0.0001824262,0.0000000000,0.9985917929,-0.0000000000,0.0530512124,0.0000000000,543.1338171757,0.0000000000,-9005.3837676726
178.8751807388,-0.0000000000,17.3015357650,0.0000000000,-0.0001834073,0.0000000000,0.9985918899,-0.0000000000,0.0530493858,0.0000000000,546.7278649734,0.0000000000,-9005.4187258285
178.8733478980,-0.0000000000,17.3013816972,0.0000000000,-0.0001843914,0.0000000000,0.9985919875,-0.0000000000,0.0530475494,0.0000000000,550.3218761107,0.0000000000,-9005.4536699908
178.8715161095,-0.0000000000,17.3012286916,0.0000000000,-0.0001853790,0.0000000000,0.9985920856,-0.0000000000,0.0530457031,0.0000000000,553.9158506116,0.0000000000,-9005.4886000700
178.8696853796,-0.0000000000,17.3010767216,0.0000000000,-0.0001863705,0.0000000000,0.9985921842,-0.0000000000,0.0530438470,0.0000000000,557.5097884997,0.0000000000,-9005.5235159767
178.8678557149,-0.0000000000,17.3009257593,0.0000000000,-0.0001873664,0.0000000000,0.9985922833,-0.0000000000,0.0530419810,0.0000000000,561.1036897991,0.0000000000,-9005.5584176218
178.8660271218,-0.0000000000,17.3007757756,0.0000000000,-0.0001883670,0.0000000000,0.9985923829,-0.0000000000,0.0530401049,0.0000000000,564.6975545337,0.0000000000,-9005.5933049166
178.8641996071,-0.0000000000,17.3006267400,0.0000000000,-0.0001893730,0.0000000000,0.9985924831,-0.0000000000,0.0530382189,0.0000000000,568.2913827276,0.0000000000,-9005.6281777724
178.8623731775,-0.0000000000,17.3004786214,0.0000000000,-0.0001903845,0.0000000000,0.9985925838,-0.0000000000,0.0530363228,0.0000000000,571.8851744049,0.0000000000,-9005.6630361010
178.8605478399,-0.0000000000,17.3003313872,0.0000000000,-0.0001914020,0.0000000000,0.9985926851,-0.0000000000,0.0530344166,0.0000000000,575.4789295898,0.0000000000,-9005.6978798145
178.8587236013,-0.0000000000,17.3001850043,0.0000000000,-0.0001924258,0.0000000000,0.9985927868,-0.0000000000,0.0530325001,0.0000000000,579.0726483066,0.0000000000,-9005.7327088249
178.8569004690,-0.0000000000,17.3000394385,0.0000000000,-0.0001934563,0.0000000000,0.9985928892,-0.0000000000,0.0530305734,0.0000000000,582.6663305796,0.0000000000,-9005.7675230447
178.8550784501,-0.0000000000,17.2998946551,0.0000000000,-0.0001944937,0.0000000000,0.9985929920,-0.0000000000,0.0530286364,0.0000000000,586.2599764333,0.0000000000,-9005.8023223866
178.8532575518,-0.0000000000,17.2997506186,0.0000000000,-0.0001955384,0.0000000000,0.9985930954,-0.0000000000,0.0530266890,0.0000000000,589.8535858921,0.0000000000,-9005.8371067634
178.8514377816,-0.0000000000,17.2996072929,0.0000000000,-0.0001965906,0.0000000000,0.9985931994,-0.0000000000,0.0530247311,0.0000000000,593.4471589807,0.0000000000,-9005.8718760883
178.8496191470,-0.0000000000,17.2994646417,0.0000000000,-0.0001976505,0.0000000000,0.9985933039,-0.0000000000,0.0530227627,0.0000000000,597.0406957236,0.0000000000,-9005.9066302744
178.8478016554,-0.0000000000,17.2993226281,0.0000000000,-0.0001987184,0.0000000000,0.9985934090,-0.0000000000,0.0530207837,0.0000000000,600.6341961457,0.0000000000,-9005.9413692354
178.8459853144,-0.0000000000,17.2991812148,0.0000000000,-0.0001997944,0.0000000000,0.9985935146,-0.0000000000,0.0530187939,0.0000000000,604.2276602716,0.0000000000,-9005.9760928848
178.8441701316,-0.0000000000,17.2990403644,0.0000000000,-0.0002008787,0.0000000000,0.9985936209,-0.0000000000,0.0530167934,0.0000000000,607.8210881262,0.0000000000,-9006.0108011366
178.8423561147,-0.0000000000,17.2989000395,0.0000000000,-0.0002019716,0.0000000000,0.9985937276,-0.0000000000,0.0530147819,0.0000000000,611.4144797346,0.0000000000,-9006.0454939046
178.8405432713,-0.0000000000,17.2987602024,0.0000000000,-0.0002030730,0.0000000000,0.9985938350,-0.0000000000,0.0530127596,0.0000000000,615.0078351217,0.0000000000,-9006.0801711030
178.8387316093,-0.0000000000,17.2986208154,0.0000000000,-0.0002041831,0.0000000000,0.9985939430,-0.0000000000,0.0530107262,0.0000000000,618.6011543127,0.0000000000,-9006.1148326461
178.8369211363,-0.0000000000,17.2984818411,0.0000000000,-0.0002053021,0.0000000000,0.9985940515,-0.0000000000,0.0530086816,0.0000000000,622.1944373326,0.0000000000,-9006.1494784485
178.8351118602,-0.0000000000,17.2983432421,0.0000000000,-0.0002064299,0.0000000000,0.9985941606,-0.0000000000,0.0530066259,0.0000000000,625.7876842069,0.0000000000,-9006.1841084246
178.8333037886,-0.0000000000,17.2982049813,0.0000000000,-0.0002075667,0.0000000000,0.9985942703,-0.0000000000,0.0530045588,0.0000000000,629.3808949608,0.0000000000,-9006.2187224892
178.8314969294,-0.0000000000,17.2980670219,0.0000000000,-0.0002087123,0.0000000000,0.9985943807,-0.0000000000,0.0530024803,0.0000000000,632.9740696197,0.0000000000,-9006.2533205570
178.8296912903,-0.0000000000,17.2979293273,0.0000000000,-0.0002098669,0.0000000000,0.9985944916,-0.0000000000,0.0530003904,0.0000000000,636.5672082093,0.0000000000,-9006.2879025429
178.8278868791,-0.0000000000,17.2977918616,0.0000000000,-0.0002110305,0.0000000000,0.9985946031,-0.0000000000,0.0529982889,0.0000000000,640.1603107550,0.0000000000,-9006.3224683621
178.8260837034,-0.0000000000,17.2976545893,0.0000000000,-0.0002122029,0.0000000000,0.9985947153,-0.0000000000,0.0529961757,0.0000000000,643.7533772825,0.0000000000,-9006.3570179296
178.8242817711,-0.0000000000,17.2975174754,0.0000000000,-0.0002133842,0.0000000000,0.9985948280,-0.0000000000,0.0529940507,0.0000000000,647.3464078176,0.0000000000,-9006.3915511605
178.8224810899,-0.0000000000,17.2973804856,0.0000000000,-0.0002145743,0.0000000000,0.9985949414,-0.0000000000,0.0529919140,0.0000000000,650.9394023862,0.0000000000,-9006.4260679701
178.8206816672,-0.0000000000,17.2972435862,0.0000000000,-0.0002157731,0.0000000000,0.9985950555,-0.0000000000,0.0529897653,0.0000000000,654.5323610141,0.0000000000,-9006.4605682737
178.8188835109,-0.0000000000,17.2971067443,0.0000000000,-0.0002169804,0.0000000000,0.9985951701,-0.0000000000,0.0529876045,0.0000000000,658.1252837274,0.0000000000,-9006.4950519868
178.8170866283,-0.0000000000,17.2969699277,0.0000000000,-0.0002181962,0.0000000000,0.9985952854,-0.0000000000,0.0529854317,0.0000000000,661.7181705522,0.0000000000,-9006.5295190246
178.8152910271,-0.0000000000,17.2968331052,0.0000000000,-0.0002194203,0.0000000000,0.9985954013,-0.0000000000,0.0529832467,0.0000000000,665.3110215147,0.0000000000,-9006.5639693027
178.8134967147,-0.0000000000,17.2966962463,0.0000000000,-0.0002206526,0.0000000000,0.9985955179,-0.0000000000,0.0529810495,0.0000000000,668.9038366411,0.0000000000,-9006.5984027366
178.8117036984,-0.0000000000,17.2965593215,0.0000000000,-0.0002218929,0.0000000000,0.9985956351,-0.0000000000,0.0529788398,0.0000000000,672.4966159579,0.0000000000,-9006.6328192419
178.8099119857,-0.0000000000,17.2964223022,0.0000000000,-0.0002231410,0.0000000000,0.9985957530,-0.0000000000,0.0529766178,0.0000000000,676.0893594914,0.0000000000,-9006.6672187339
178.8081215838,-0.0000000000,17.2962851609,0.0000000000,-0.0002243967,0.0000000000,0.9985958716,-0.0000000000,0.0529743833,0.0000000000,679.6820672683,0.0000000000,-9006.7016011284
178.8063324998,-0.0000000000,17.2961478711,0.0000000000,-0.0002256599,0.0000000000,0.9985959908,-0.0000000000,0.0529721361,0.0000000000,683.2747393151,0.0000000000,-9006.7359663408
178.8045447408,-0.0000000000,17.2960104074,0.0000000000,-0.0002269302,0.0000000000,0.9985961106,-0.0000000000,0.0529698764,0.0000000000,686.8673756585,0.0000000000,-9006.7703142867
178.8027583140,-0.0000000000,17.2958727453,0.0000000000,-0.0002282075,0.0000000000,0.9985962312,-0.0000000000,0.0529676039,0.0000000000,690.4599763255,0.0000000000,-9006.8046448818
178.8009732262,-0.0000000000,17.2957348616,0.0000000000,-0.0002294916,0.0000000000,0.9985963524,-0.0000000000,0.0529653186,0.0000000000,694.0525413429,0.0000000000,-9006.8389580415
178.7991894842,-0.0000000000,17.2955967344,0.0000000000,-0.0002307820,0.0000000000,0.9985964743,-0.0000000000,0.0529630205,0.0000000000,697.6450707377,0.0000000000,-9006.8732536813
178.7974070949,-0.0000000000,17.2954583425,0.0000000000,-0.0002320787,0.0000000000,0.9985965969,-0.0000000000,0.0529607094,0.0000000000,701.2375645370,0.0000000000,-9006.9075317169
178.7956260650,-0.0000000000,17.2953196665,0.0000000000,-0.0002333814,0.0000000000,0.9985967201,-0.0000000000,0.0529583854,0.0000000000,704.8300227680,0.0000000000,-9006.9417920637
178.7938464009,-0.0000000000,17.2951806876,0.0000000000,-0.0002346897,0.0000000000,0.9985968440,-0.0000000000,0.0529560483,0.0000000000,708.4224454580,0.0000000000,-9006.9760346371
178.7920681092,-0.0000000000,17.2950413886,0.0000000000,-0.0002360033,0.0000000000,0.9985969687,-0.0000000000,0.0529536982,0.0000000000,712.0148326343,0.0000000000,-9007.0102593526
178.7902911962,-0.0000000000,17.2949017534,0.0000000000,-0.0002373220,0.0000000000,0.9985970940,-0.0000000000,0.0529513349,0.0000000000,715.6071843245,0.0000000000,-9007.0444661256
178.7885156683,-0.0000000000,17.2947617671,0.0000000000,-0.0002386455,0.0000000000,0.9985972200,-0.0000000000,0.0529489584,0.0000000000,719.1995005561,0.0000000000,-9007.0786548715
178.7867415315,-0.0000000000,17.2946214162,0.0000000000,-0.0002399735,0.0000000000,0.9985973467,-0.0000000000,0.0529465686,0.0000000000,722.7917813567,0.0000000000,-9007.1128255054
178.7849687921,-0.0000000000,17.2944806882,0.0000000000,-0.0002413057,0.0000000000,0.9985974741,-0.0000000000,0.0529441656,0.0000000000,726.3840267542,0.0000000000,-9007.1469779428
178.7831974558,-0.0000000000,17.2943395721,0.0000000000,-0.0002426417,0.0000000000,0.9985976022,-0.0000000000,0.0529417493,0.0000000000,729.9762367763,0.0000000000,-9007.1811120987
178.7814275286,-0.0000000000,17.2941980579,0.0000000000,-0.0002439812,0.0000000000,0.9985977310,-0.0000000000,0.0529393196,0.0000000000,733.5684114511,0.0000000000,-9007.2152278885
178.7796590162,-0.0000000000,17.2940561370,0.0000000000,-0.0002453240,0.0000000000,0.9985978606,-0.0000000000,0.0529368765,0.0000000000,737.1605508065,0.0000000000,-9007.2493252270
178.7778919242,-0.0000000000,17.2939138018,0.0000000000,-0.0002466696,0.0000000000,0.9985979908,-0.0000000000,0.0529344200,0.0000000000,740.7526548708,0.0000000000,-9007.2834040295
178.7761262583,-0.0000000000,17.2937710463,0.0000000000,-0.0002480179,0.0000000000,0.9985981217,-0.0000000000,0.0529319500,0.0000000000,744.3447236722,0.0000000000,-9007.3174642108
178.7743620237,-0.0000000000,17.2936278653,0.0000000000,-0.0002493684,0.0000000000,0.9985982533,-0.0000000000,0.0529294666,0.0000000000,747.9367572389,0.0000000000,-9007.3515056860
178.7725992259,-0.0000000000,17.2934842550,0.0000000000,-0.0002507209,0.0000000000,0.9985983857,-0.0000000000,0.0529269696,0.0000000000,751.5287555995,0.0000000000,-9007.3855283698
178.7708378700,-0.0000000000,17.2933402128,0.0000000000,-0.0002520750,0.0000000000,0.9985985187,-0.0000000000,0.0529244592,0.0000000000,755.1207187825,0.0000000000,-9007.4195321771
178.7690779611,-0.0000000000,17.2931957371,0.0000000000,-0.0002534304,0.0000000000,0.9985986525,-0.0000000000,0.0529219352,0.0000000000,758.7126468166,0.0000000000,-9007.4535170227
178.7673195043,-0.0000000000,17.2930508276,0.0000000000,-0.0002547868,0.0000000000,0.9985987870,-0.0000000000,0.0529193977,0.0000000000,762.3045397303,0.0000000000,-9007.4874828211
178.7655625043,-0.0000000000,17.2929054850,0.0000000000,-0.0002561439,0.0000000000,0.9985989222,-0.0000000000,0.0529168466,0.0000000000,765.8963975527,0.0000000000,-9007.5214294870
178.7638069661,-0.0000000000,17.2927597111,0.0000000000,-0.0002575013,0.0000000000,0.9985990581,-0.0000000000,0.0529142820,0.0000000000,769.4882203126,0.0000000000,-9007.5553569350
178.7620528943,-0.0000000000,17.2926135088,0.0000000000,-0.0002588588,0.0000000000,0.9985991947,-0.0000000000,0.0529117038,0.0000000000,773.0800080390,0.0000000000,-9007.5892650796
178.7603002934,-0.0000000000,17.2924668820,0.0000000000,-0.0002602161,0.0000000000,0.9985993320,-0.0000000000,0.0529091120,0.0000000000,776.6717607611,0.0000000000,-9007.6231538351
178.7585491680,-0.0000000000,17.2923198357,0.0000000000,-0.0002615729,0.0000000000,0.9985994700,-0.0000000000,0.0529065067,0.0000000000,780.2634785081,0.0000000000,-9007.6570231160
178.7567995225,-0.0000000000,17.2921723757,0.0000000000,-0.0002629289,0.0000000000,0.9985996088,-0.0000000000,0.0529038879,0.0000000000,783.8551613092,0.0000000000,-9007.6908728366
178.7550513610,-0.0000000000,17.2920245089,0.0000000000,-0.0002642837,0.0000000000,0.9985997482,-0.0000000000,0.0529012555,0.0000000000,787.4468091940,0.0000000000,-9007.7247029112
178.7533046880,-0.0000000000,17.2918762431,0.0000000000,-0.0002656372,0.0000000000,0.9985998884,-0.0000000000,0.0528986096,0.0000000000,791.0384221920,0.0000000000,-9007.7585132538
178.7515595073,-0.0000000000,17.2917275869,0.0000000000,-0.0002669890,0.0000000000,0.9986000293,-0.0000000000,0.0528959502,0.0000000000,794.6300003327,0.0000000000,-9007.7923037788
178.7498158231,-0.0000000000,17.2915785497,0.0000000000,-0.0002683389,0.0000000000,0.9986001708,-0.0000000000,0.0528932773,0.0000000000,798.2215436458,0.0000000000,-9007.8260744001
178.7480736394,-0.0000000000,17.2914291419,0.0000000000,-0.0002696867,0.0000000000,0.9986003131,-0.0000000000,0.0528905910,0.0000000000,801.8130521613,0.0000000000,-9007.8598250319
178.7463329598,-0.0000000000,17.2912793746,0.0000000000,-0.0002710320,0.0000000000,0.9986004561,-0.0000000000,0.0528878912,0.0000000000,805.4045259089,0.0000000000,-9007.8935555881
178.7445937883,-0.0000000000,17.2911292595,0.0000000000,-0.0002723746,0.0000000000,0.9986005998,-0.0000000000,0.0528851779,0.0000000000,808.9959649187,0.0000000000,-9007.9272659827
178.7428561285,-0.0000000000,17.2909788092,0.0000000000,-0.0002737144,0.0000000000,0.9986007442,-0.0000000000,0.0528824513,0.0000000000,812.5873692208,0.0000000000,-9007.9609561297
178.7411199841,-0.0000000000,17.2908280367,0.0000000000,-0.0002750510,0.0000000000,0.9986008893,-0.0000000000,0.0528797113,0.0000000000,816.1787388453,0.0000000000,-9007.9946259428
178.7393853584,-0.0000000000,17.2906769560,0.0000000000,-0.0002763843,0.0000000000,0.9986010351,-0.0000000000,0.0528769580,0.0000000000,819.7700738226,0.0000000000,-9008.0282753360
178.7376522552,-0.0000000000,17.2905255813,0.0000000000,-0.0002777141,0.0000000000,0.9986011816,-0.0000000000,0.0528741914,0.0000000000,823.3613741831,0.0000000000,-9008.0619042231
178.7359206777,-0.0000000000,17.2903739275,0.0000000000,-0.0002790401,0.0000000000,0.9986013288,-0.0000000000,0.0528714115,0.0000000000,826.9526399572,0.0000000000,-9008.0955125179
178.7341906293,-0.0000000000,17.2902220100,0.0000000000,-0.0002803622,0.0000000000,0.9986014767,-0.0000000000,0.0528686184,0.0000000000,830.5438711755,0.0000000000,-9008.1291001341
178.7324621132,-0.0000000000,17.2900698447,0.0000000000,-0.0002816802,0.0000000000,0.9986016252,-0.0000000000,0.0528658121,0.0000000000,834.1350678687,0.0000000000,-9008.1626669855
178.7307351328,-0.0000000000,17.2899174478,0.0000000000,-0.0002829939,0.0000000000,0.9986017745,-0.0000000000,0.0528629927,0.0000000000,837.7262300676,0.0000000000,-9008.1962129858
178.7290096912,-0.0000000000,17.2897648360,0.0000000000,-0.0002843032,0.0000000000,0.9986019244,-0.0000000000,0.0528601602,0.0000000000,841.3173578029,0.0000000000,-9008.2297380488
178.7272857915,-0.0000000000,17.2896120264,0.0000000000,-0.0002856080,0.0000000000,0.9986020751,-0.0000000000,0.0528573146,0.0000000000,844.9084511057,0.0000000000,-9008.2632420881
178.7255634369,-0.0000000000,17.2894590360,0.0000000000,-0.0002869080,0.0000000000,0.9986022264,-0.0000000000,0.0528544560,0.0000000000,848.4995100071,0.0000000000,-9008.2967250175
178.7238426302,-0.0000000000,17.2893058826,0.0000000000,-0.0002882032,0.0000000000,0.9986023783,-0.0000000000,0.0528515845,0.0000000000,852.0905345381,0.0000000000,-9008.3301867507
178.7221233746,-0.0000000000,17.2891525839,0.0000000000,-0.0002894934,0.0000000000,0.9986025310,-0.0000000000,0.0528487000,0.0000000000,855.6815247299,0.0000000000,-9008.3636272014
178.7204056730,-0.0000000000,17.2889991578,0.0000000000,-0.0002907786,0.0000000000,0.9986026843,-0.0000000000,0.0528458027,0.0000000000,859.2724806140,0.0000000000,-9008.3970462832
178.7186895284,-0.0000000000,17.2888456224,0.0000000000,-0.0002920587,0.0000000000,0.9986028383,-0.0000000000,0.0528428926,0.0000000000,862.8634022218,0.0000000000,-9008.4304439101
178.7169749435,-0.0000000000,17.2886919958,0.0000000000,-0.0002933335,0.0000000000,0.9986029930,-0.0000000000,0.0528399697,0.0000000000,866.4542895846,0.0000000000,-9008.4638199956
178.7152619214,-0.0000000000,17.2885382964,0.0000000000,-0.0002946029,0.0000000000,0.9986031483,-0.0000000000,0.0528370341,0.0000000000,870.0451427342,0.0000000000,-9008.4971744536
178.7135504649,-0.0000000000,17.2883845423,0.0000000000,-0.0002958670,0.0000000000,0.9986033043,-0.0000000000,0.0528340859,0.0000000000,873.6359617023,0.0000000000,-9008.5305071979
178.7118405767,-0.0000000000,17.2882307519,0.0000000000,-0.0002971257,0.0000000000,0.9986034610,-0.0000000000,0.0528311251,0.0000000000,877.2267465205,0.0000000000,-9008.5638181423
178.7101322598,-0.0000000000,17.2880769434,0.0000000000,-0.0002983789,0.0000000000,0.9986036183,-0.0000000000,0.0528281517,0.0000000000,880.8174972208,0.0000000000,-9008.5971072007
178.7084255168,-0.0000000000,17.2879231349,0.0000000000,-0.0002996266,0.0000000000,0.9986037762,-0.0000000000,0.0528251658,0.0000000000,884.4082138352,0.0000000000,-9008.6303742870
178.7067203507,-0.0000000000,17.2877693444,0.0000000000,-0.0003008688,0.0000000000,0.9986039348,-0.0000000000,0.0528221675,0.0000000000,887.9988963956,0.0000000000,-9008.6636193151
178.7050167642,-0.0000000000,17.2876155898,0.0000000000,-0.0003021054,0.0000000000,0.9986040941,-0.0000000000,0.0528191569,0.0000000000,891.5895449343,0.0000000000,-9008.6968421991
